|                 v                 |                   col1                    |
| _IO_write_ptr                     | Variable violates Hungarian naming rules. |
| _IO_write_base                    | Variable violates Hungarian naming rules. |
| _IO_read_base                     | Variable violates Hungarian naming rules. |
| _IO_read_end                      | Variable violates Hungarian naming rules. |
| _IO_read_ptr                      | Variable violates Hungarian naming rules. |
| _flags                            | Variable violates Hungarian naming rules. |
| close                             | Variable violates Hungarian naming rules. |
| seek                              | Variable violates Hungarian naming rules. |
| write                             | Variable violates Hungarian naming rules. |
| read                              | Variable violates Hungarian naming rules. |
| (unnamed parameter 0)             | Variable violates Hungarian naming rules. |
| (unnamed parameter 1)             | Variable violates Hungarian naming rules. |
| (unnamed parameter 0)             | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __command                         | Variable violates Hungarian naming rules. |
| __modes                           | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __pos                             | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __whence                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __pos                             | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __whence                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __whence                          | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __delimiter                       | Variable violates Hungarian naming rules. |
| __delimiter                       | Variable violates Hungarian naming rules. |
| __n                               | Variable violates Hungarian naming rules. |
| __n                               | Variable violates Hungarian naming rules. |
| __w                               | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __modes                           | Variable violates Hungarian naming rules. |
| __bufloc                          | Variable violates Hungarian naming rules. |
| __sizeloc                         | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __modes                           | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __modes                           | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __dir                             | Variable violates Hungarian naming rules. |
| __pfx                             | Variable violates Hungarian naming rules. |
| __stream                          | Variable violates Hungarian naming rules. |
| __oldfd                           | Variable violates Hungarian naming rules. |
| __old                             | Variable violates Hungarian naming rules. |
| __newfd                           | Variable violates Hungarian naming rules. |
| __new                             | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __oldfd                           | Variable violates Hungarian naming rules. |
| __old                             | Variable violates Hungarian naming rules. |
| __newfd                           | Variable violates Hungarian naming rules. |
| __new                             | Variable violates Hungarian naming rules. |
| __old                             | Variable violates Hungarian naming rules. |
| __new                             | Variable violates Hungarian naming rules. |
| __filename                        | Variable violates Hungarian naming rules. |
| stderr                            | Variable violates Hungarian naming rules. |
| stdout                            | Variable violates Hungarian naming rules. |
| stdin                             | Variable violates Hungarian naming rules. |
| (unnamed parameter 0)             | Variable violates Hungarian naming rules. |
| __ctype_toupper                   | Variable violates Hungarian naming rules. |
| __ctype_tolower                   | Variable violates Hungarian naming rules. |
| __ctype_b                         | Variable violates Hungarian naming rules. |
| __bsx                             | Variable violates Hungarian naming rules. |
| (unnamed parameter 0)             | Variable violates Hungarian naming rules. |
| __x                               | Variable violates Hungarian naming rules. |
| __nfds                            | Variable violates Hungarian naming rules. |
| __nfds                            | Variable violates Hungarian naming rules. |
| __high                            | Variable violates Hungarian naming rules. |
| __low                             | Variable violates Hungarian naming rules. |
| __kind                            | Variable violates Hungarian naming rules. |
| __nusers                          | Variable violates Hungarian naming rules. |
| __owner                           | Variable violates Hungarian naming rules. |
| __count                           | Variable violates Hungarian naming rules. |
| __lock                            | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __shared                          | Variable violates Hungarian naming rules. |
| __cur_writer                      | Variable violates Hungarian naming rules. |
| __pad4                            | Variable violates Hungarian naming rules. |
| __pad3                            | Variable violates Hungarian naming rules. |
| __writers_futex                   | Variable violates Hungarian naming rules. |
| __wrphase_futex                   | Variable violates Hungarian naming rules. |
| __writers                         | Variable violates Hungarian naming rules. |
| __readers                         | Variable violates Hungarian naming rules. |
| __data                            | Variable violates Hungarian naming rules. |
| __wrefs                           | Variable violates Hungarian naming rules. |
| __g1_orig_size                    | Variable violates Hungarian naming rules. |
| __next                            | Variable violates Hungarian naming rules. |
| __next                            | Variable violates Hungarian naming rules. |
| __prev                            | Variable violates Hungarian naming rules. |
| __align                           | Variable violates Hungarian naming rules. |
| __align                           | Variable violates Hungarian naming rules. |
| __align                           | Variable violates Hungarian naming rules. |
| __nelem                           | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __oflag                           | Variable violates Hungarian naming rules. |
| __response                        | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __wchar                           | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __value                           | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __value                           | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __value                           | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __value                           | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __value                           | Variable violates Hungarian naming rules. |
| __ndigit                          | Variable violates Hungarian naming rules. |
| __numer                           | Variable violates Hungarian naming rules. |
| __denom                           | Variable violates Hungarian naming rules. |
| __x                               | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __arg                             | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __key                             | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __command                         | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __suffixlen                       | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __suffixlen                       | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __suffixlen                       | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __suffixlen                       | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __template                        | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __value                           | Variable violates Hungarian naming rules. |
| __replace                         | Variable violates Hungarian naming rules. |
| __string                          | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __status                          | Variable violates Hungarian naming rules. |
| __status                          | Variable violates Hungarian naming rules. |
| __status                          | Variable violates Hungarian naming rules. |
| __arg                             | Variable violates Hungarian naming rules. |
| __memptr                          | Variable violates Hungarian naming rules. |
| __ptr                             | Variable violates Hungarian naming rules. |
| __ptr                             | Variable violates Hungarian naming rules. |
| __ptr                             | Variable violates Hungarian naming rules. |
| __ptr                             | Variable violates Hungarian naming rules. |
| __upper_bound                     | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __buffer                          | Variable violates Hungarian naming rules. |
| __buffer                          | Variable violates Hungarian naming rules. |
| __buffer                          | Variable violates Hungarian naming rules. |
| __seed                            | Variable violates Hungarian naming rules. |
| __seed                            | Variable violates Hungarian naming rules. |
| __seed                            | Variable violates Hungarian naming rules. |
| __seed                            | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __statebuf                        | Variable violates Hungarian naming rules. |
| __seed                            | Variable violates Hungarian naming rules. |
| __statebuf                        | Variable violates Hungarian naming rules. |
| __seed                            | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __f                               | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __format                          | Variable violates Hungarian naming rules. |
| __f                               | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __base                            | Variable violates Hungarian naming rules. |
| __nptr                            | Variable violates Hungarian naming rules. |
| __nptr                            | Variable violates Hungarian naming rules. |
| __nptr                            | Variable violates Hungarian naming rules. |
| __nptr                            | Variable violates Hungarian naming rules. |
| end_ptr                           | Variable violates Hungarian naming rules. |
| rand_sep                          | Variable violates Hungarian naming rules. |
| rand_deg                          | Variable violates Hungarian naming rules. |
| rand_type                         | Variable violates Hungarian naming rules. |
| state                             | Variable violates Hungarian naming rules. |
| rptr                              | Variable violates Hungarian naming rules. |
| fptr                              | Variable violates Hungarian naming rules. |
| rem                               | Variable violates Hungarian naming rules. |
| quot                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __i                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __src                             | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __filename                        | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __string                          | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __sig                             | Variable violates Hungarian naming rules. |
| __sig                             | Variable violates Hungarian naming rules. |
| __sig                             | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __errnum                          | Variable violates Hungarian naming rules. |
| __err                             | Variable violates Hungarian naming rules. |
| __err                             | Variable violates Hungarian naming rules. |
| __errnum                          | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __errnum                          | Variable violates Hungarian naming rules. |
| __string                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __haystack                        | Variable violates Hungarian naming rules. |
| __needle                          | Variable violates Hungarian naming rules. |
| __haystack                        | Variable violates Hungarian naming rules. |
| __needle                          | Variable violates Hungarian naming rules. |
| __haystack                        | Variable violates Hungarian naming rules. |
| __needle                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __accept                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __accept                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __reject                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __string                          | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __src                             | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s1                              | Variable violates Hungarian naming rules. |
| __s2                              | Variable violates Hungarian naming rules. |
| __s                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __c                               | Variable violates Hungarian naming rules. |
| __dest                            | Variable violates Hungarian naming rules. |
| __src                             | Variable violates Hungarian naming rules. |
| ___argc                           | Variable violates Hungarian naming rules. |
| ___argv                           | Variable violates Hungarian naming rules. |
| __shortopts                       | Variable violates Hungarian naming rules. |
| optopt                            | Variable violates Hungarian naming rules. |
| opterr                            | Variable violates Hungarian naming rules. |
| optind                            | Variable violates Hungarian naming rules. |
| optarg                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __max_fd                          | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __buffer                          | Variable violates Hungarian naming rules. |
| __key                             | Variable violates Hungarian naming rules. |
| __salt                            | Variable violates Hungarian naming rules. |
| __fildes                          | Variable violates Hungarian naming rules. |
| __infd                            | Variable violates Hungarian naming rules. |
| __pinoff                          | Variable violates Hungarian naming rules. |
| __outfd                           | Variable violates Hungarian naming rules. |
| __poutoff                         | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __cmd                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __cmd                             | Variable violates Hungarian naming rules. |
| __addr                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __prompt                          | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __nochdir                         | Variable violates Hungarian naming rules. |
| __noclose                         | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __sample_buffer                   | Variable violates Hungarian naming rules. |
| __scale                           | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __pgrp_id                         | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __flag                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __from                            | Variable violates Hungarian naming rules. |
| __tofd                            | Variable violates Hungarian naming rules. |
| __to                              | Variable violates Hungarian naming rules. |
| __from                            | Variable violates Hungarian naming rules. |
| __to                              | Variable violates Hungarian naming rules. |
| __fromfd                          | Variable violates Hungarian naming rules. |
| __from                            | Variable violates Hungarian naming rules. |
| __tofd                            | Variable violates Hungarian naming rules. |
| __to                              | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __from                            | Variable violates Hungarian naming rules. |
| __to                              | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __rgid                            | Variable violates Hungarian naming rules. |
| __egid                            | Variable violates Hungarian naming rules. |
| __sgid                            | Variable violates Hungarian naming rules. |
| __ruid                            | Variable violates Hungarian naming rules. |
| __euid                            | Variable violates Hungarian naming rules. |
| __suid                            | Variable violates Hungarian naming rules. |
| __rgid                            | Variable violates Hungarian naming rules. |
| __egid                            | Variable violates Hungarian naming rules. |
| __sgid                            | Variable violates Hungarian naming rules. |
| __ruid                            | Variable violates Hungarian naming rules. |
| __euid                            | Variable violates Hungarian naming rules. |
| __suid                            | Variable violates Hungarian naming rules. |
| __gid                             | Variable violates Hungarian naming rules. |
| __rgid                            | Variable violates Hungarian naming rules. |
| __egid                            | Variable violates Hungarian naming rules. |
| __gid                             | Variable violates Hungarian naming rules. |
| __uid                             | Variable violates Hungarian naming rules. |
| __ruid                            | Variable violates Hungarian naming rules. |
| __euid                            | Variable violates Hungarian naming rules. |
| __uid                             | Variable violates Hungarian naming rules. |
| __gid                             | Variable violates Hungarian naming rules. |
| __size                            | Variable violates Hungarian naming rules. |
| __pid                             | Variable violates Hungarian naming rules. |
| __pid                             | Variable violates Hungarian naming rules. |
| __pgid                            | Variable violates Hungarian naming rules. |
| __pid                             | Variable violates Hungarian naming rules. |
| __pid                             | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __name                            | Variable violates Hungarian naming rules. |
| __status                          | Variable violates Hungarian naming rules. |
| __inc                             | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __arg                             | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __arg                             | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __arg                             | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd2                             | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __fd2                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __path                            | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __owner                           | Variable violates Hungarian naming rules. |
| __group                           | Variable violates Hungarian naming rules. |
| __flag                            | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __owner                           | Variable violates Hungarian naming rules. |
| __group                           | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __owner                           | Variable violates Hungarian naming rules. |
| __group                           | Variable violates Hungarian naming rules. |
| __file                            | Variable violates Hungarian naming rules. |
| __owner                           | Variable violates Hungarian naming rules. |
| __group                           | Variable violates Hungarian naming rules. |
| __useconds                        | Variable violates Hungarian naming rules. |
| __value                           | Variable violates Hungarian naming rules. |
| __interval                        | Variable violates Hungarian naming rules. |
| __seconds                         | Variable violates Hungarian naming rules. |
| __seconds                         | Variable violates Hungarian naming rules. |
| __flags                           | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
| __fd                              | Variable violates Hungarian naming rules. |
| __buf                             | Variable violates Hungarian naming rules. |
